Citing ID,Citing Venue Name,Citing Venue SciMap Name,Citing Venue SciMap ID,Citing Publication Year,Cited ID,Cited Venue Name,Cited Venue SciMap Name,Cited Venue SciMap ID,Cited Publication Year
423015,Phys.Rev.,PHYSICAL REVIEW D,14759,1996,421610,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1996
423015,Phys.Rev.,PHYSICAL REVIEW D,14759,1996,419805,NA,NA,NA,1996
423015,Phys.Rev.,PHYSICAL REVIEW D,14759,1996,345499,Phys.Rev.,PHYSICAL REVIEW D,14759,1992
423015,Phys.Rev.,PHYSICAL REVIEW D,14759,1996,35071,Phys.Rev.,PHYSICAL REVIEW D,14759,1993
423015,Phys.Rev.,PHYSICAL REVIEW D,14759,1996,29191,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1991
424115,New Astron.,NEW ASTRONOMY,13676,1996,394288,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1995
424115,New Astron.,NEW ASTRONOMY,13676,1996,390916,Nature,NATURE,13439,1994
424115,New Astron.,NEW ASTRONOMY,13676,1996,316537,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1991
424115,New Astron.,NEW ASTRONOMY,13676,1996,329699,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1991
424115,New Astron.,NEW ASTRONOMY,13676,1996,351136,Astron.Astrophys.Suppl.Ser.,NA,NA,1992
429529,Phys.Lett.,PHYSICS LETTERS B,14781,1996,348147,Science,SCIENCE,17311,1992
429529,Phys.Lett.,PHYSICS LETTERS B,14781,1996,305123,Phys.Rev.,PHYSICAL REVIEW D,14759,1990
429529,Phys.Lett.,PHYSICS LETTERS B,14781,1996,405747,Phys.Rev.,PHYSICAL REVIEW D,14759,1995
429529,Phys.Lett.,PHYSICS LETTERS B,14781,1996,407323,Rev.Sci.Instrum.,REVIEW OF SCIENTIFIC INSTRUMENTS,16701,1995
435505,NA,NA,NA,1996,348147,Science,SCIENCE,17311,1992
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,348147,Science,SCIENCE,17311,1992
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,415978,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,1996
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,418561,Phys.Rev.,PHYSICAL REVIEW D,14759,1996
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,402088,Phys.Rev.,PHYSICAL REVIEW D,14759,1995
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,397997,Phys.Rev.,PHYSICAL REVIEW D,14759,1995
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,35071,Phys.Rev.,PHYSICAL REVIEW D,14759,1993
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,418898,Phys.Lett.,PHYSICS LETTERS B,14781,1996
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,405205,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,1995
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,335910,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1992
440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,1816780,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1990
445234,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,348147,Science,SCIENCE,17311,1992
445234,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,305123,Phys.Rev.,PHYSICAL REVIEW D,14759,1990
445234,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,405747,Phys.Rev.,PHYSICAL REVIEW D,14759,1995
445234,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,403353,Phys.Lett.,PHYSICS LETTERS B,14781,1995
445234,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,362797,Phys.Lett.,PHYSICS LETTERS B,14781,1993
445234,Phys.Rev.,PHYSICAL REVIEW D,14759,1997,429528,Phys.Lett.,PHYSICS LETTERS B,14781,1996
451956,NA,NA,NA,1997,442209,NA,NA,NA,1997
451956,NA,NA,NA,1997,37257,Phys.Rev.,PHYSICAL REVIEW D,14759,1994
451956,NA,NA,NA,1997,415978,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,1996
451956,NA,NA,NA,1997,447312,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
451956,NA,NA,NA,1997,360062,Phys.Rev.,PHYSICAL REVIEW D,14759,1993
451956,NA,NA,NA,1997,443062,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
451956,NA,NA,NA,1997,418561,Phys.Rev.,PHYSICAL REVIEW D,14759,1996
470060,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1998,348147,Science,SCIENCE,17311,1992
470294,Measur.Sci.Tech.,NA,NA,1998,348147,Science,SCIENCE,17311,1992
470294,Measur.Sci.Tech.,NA,NA,1998,445234,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
470294,Measur.Sci.Tech.,NA,NA,1998,305123,Phys.Rev.,PHYSICAL REVIEW D,14759,1990
470294,Measur.Sci.Tech.,NA,NA,1998,429528,Phys.Lett.,PHYSICS LETTERS B,14781,1996
470294,Measur.Sci.Tech.,NA,NA,1998,458272,Phys.Lett.,PHYSICS LETTERS B,14781,1997
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,440715,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,362611,Phys.Rev.,PHYSICAL REVIEW D,14759,1993
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,335910,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1992
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,405205,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,1995
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,393783,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1995
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,468194,NA,NA,NA,1998
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,468973,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,476320,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,444698,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1997
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,444623,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1997
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,468145,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1998
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,469381,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,470027,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1998
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,467021,NA,NA,NA,1998
480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998,402088,Phys.Rev.,PHYSICAL REVIEW D,14759,1995
485621,NA,NA,NA,1998,391755,Rev.Mod.Phys.,REVIEWS OF MODERN PHYSICS,16732,1994
485621,NA,NA,NA,1998,348147,Science,SCIENCE,17311,1992
506844,NA,NA,NA,1999,305123,Phys.Rev.,PHYSICAL REVIEW D,14759,1990
506844,NA,NA,NA,1999,362797,Phys.Lett.,PHYSICS LETTERS B,14781,1993
506844,NA,NA,NA,1999,384618,Phys.Lett.,PHYSICS LETTERS B,14781,1994
506844,NA,NA,NA,1999,429528,Phys.Lett.,PHYSICS LETTERS B,14781,1996
506844,NA,NA,NA,1999,1425789,Phys.Lett.,PHYSICS LETTERS B,14781,1996
506844,NA,NA,NA,1999,384167,Phys.Lett.,PHYSICS LETTERS B,14781,1994
506845,NA,NA,NA,1999,348147,Science,SCIENCE,17311,1992
506845,NA,NA,NA,1999,443892,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,1997
506845,NA,NA,NA,1999,305123,Phys.Rev.,PHYSICAL REVIEW D,14759,1990
506845,NA,NA,NA,1999,362797,Phys.Lett.,PHYSICS LETTERS B,14781,1993
506845,NA,NA,NA,1999,384167,Phys.Lett.,PHYSICS LETTERS B,14781,1994
506845,NA,NA,NA,1999,385301,Rev.Sci.Instrum.,REVIEW OF SCIENTIFIC INSTRUMENTS,16701,1994
506845,NA,NA,NA,1999,384618,Phys.Lett.,PHYSICS LETTERS B,14781,1994
506845,NA,NA,NA,1999,429528,Phys.Lett.,PHYSICS LETTERS B,14781,1996
506845,NA,NA,NA,1999,1425789,Phys.Lett.,PHYSICS LETTERS B,14781,1996
506845,NA,NA,NA,1999,458359,Phys.Lett.,PHYSICS LETTERS B,14781,1997
506845,NA,NA,NA,1999,455191,Phys.Lett.,PHYSICS LETTERS B,14781,1997
506845,NA,NA,NA,1999,1425790,Phys.Lett.,PHYSICS LETTERS B,14781,1997
506845,NA,NA,NA,1999,1425793,Phys.Lett.,PHYSICS LETTERS B,14781,1999
528725,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2000,470294,Measur.Sci.Tech.,NA,NA,1998
528725,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2000,384167,Phys.Lett.,PHYSICS LETTERS B,14781,1994
528725,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2000,458359,Phys.Lett.,PHYSICS LETTERS B,14781,1997
528725,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2000,511585,Phys.Lett.,PHYSICS LETTERS B,14781,1999
528725,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2000,405747,Phys.Rev.,PHYSICAL REVIEW D,14759,1995
528725,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2000,348147,Science,SCIENCE,17311,1992
530499,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2000,348147,Science,SCIENCE,17311,1992
530499,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2000,472753,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
530499,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2000,477368,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,348147,Science,SCIENCE,17311,1992
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,429528,Phys.Lett.,PHYSICS LETTERS B,14781,1996
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,1425790,Phys.Lett.,PHYSICS LETTERS B,14781,1997
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,498725,Rev.Sci.Instrum.,REVIEW OF SCIENTIFIC INSTRUMENTS,16701,1999
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,511585,Phys.Lett.,PHYSICS LETTERS B,14781,1999
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,514945,Int.J.Mod.Phys.,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,1999
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,470294,Measur.Sci.Tech.,NA,NA,1998
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,532731,Phys.Lett.,PHYSICS LETTERS B,14781,2000
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,503467,Phys.Lett.,PHYSICS LETTERS B,14781,1999
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,532899,Phys.Rev.,PHYSICAL REVIEW D,14759,2000
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,445234,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,481792,Phys.Lett.,PHYSICS LETTERS B,14781,1998
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,305123,Phys.Rev.,PHYSICAL REVIEW D,14759,1990
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,470027,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1998
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,486700,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1998
552594,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,529853,Mon.Not.Roy.Astron.Soc.,NA,NA,2000
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,450258,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,392433,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1995
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,469839,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,345499,Phys.Rev.,PHYSICAL REVIEW D,14759,1992
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,37257,Phys.Rev.,PHYSICAL REVIEW D,14759,1994
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,454197,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,404613,Phys.Rev.,PHYSICAL REVIEW D,14759,1995
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,342795,Phys.Rev.,PHYSICAL REVIEW D,14759,1992
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,312831,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1990
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,497546,Phys.Rev.,PHYSICAL REVIEW D,14759,1999
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,35071,Phys.Rev.,PHYSICAL REVIEW D,14759,1993
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,439636,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,450481,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,498068,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1999
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,312824,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1990
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,500334,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1999
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,355426,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1993
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,545080,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2000
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,555040,Science,SCIENCE,17311,2001
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,423100,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1996
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,467514,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1998
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,449694,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1997
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,372889,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1994
555467,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001,369929,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1993
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,415886,Phys.Rev.,PHYSICAL REVIEW D,14759,1996
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,406270,Phys.Rev.,PHYSICAL REVIEW D,14759,1995
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,348147,Science,SCIENCE,17311,1992
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,551747,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2001
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,361867,Phys.Lett.,PHYSICS LETTERS B,14781,1993
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,329699,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1991
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,526765,Phys.Rev.,PHYSICAL REVIEW D,14759,2000
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,446560,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,508980,Appl.Phys.Lett.,APPLIED PHYSICS LETTERS,1690,1999
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,406269,Phys.Rev.,PHYSICAL REVIEW D,14759,1995
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,450400,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1997
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,526009,Phys.Lett.,PHYSICS LETTERS B,14781,2000
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,511326,Phys.Lett.,PHYSICS LETTERS B,14781,1999
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,481794,Phys.Lett.,PHYSICS LETTERS B,14781,1998
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,524021,Phys.Rev.,PHYSICAL REVIEW D,14759,2000
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,516060,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2000
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,563052,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2001
556226,Phys.Rev.,PHYSICAL REVIEW D,14759,2001,563051,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2001
